edge_id,u,v,edge_length_m,estimated_travel_time,routing_cost,static_cost,speed_limit,traffic_signal_density,intersection_density,commercial_density,nightlife_density,hospital_density,police_station_distance,cctv_density_estimate,lighting_score,crime_score,activity_score,event_frequency,infrastructure_score,connectivity_score,isolated_area_score,road_risk_score,travel_time_estimate,congestion_score,flood_risk,weather_exposure_score,poi_density,time_risk,adjacency_count,zone,direction,source_area,destination_area,road_name,road_type,highway_type,junction_type,road_width_estimate,zone_type,static_component,graph_component
2695,1033,1035,141.65,20.4,247.81,141.65,25.0,0.3,0.645,0.7105,0.4405,0.402,0.6045,0.5985,0.7045,0.3395,0.428,0.0975,0.3975,0.453,0.379,0.423,11.87,0.653,0.169,0.3975,0.4615,0.4625,5.0,CENTRAL BANGALORE,Bi-directional,Chamarajpet,Chamarajpet,Seethapathy Agrahara,residential,residential,none,7.5m,SafeZone,10,0
2696,1034,1184,85.4,10.25,138.13,85.4,30.0,0.455,0.24,0.694,0.5005,0.288,0.335,0.595,0.7325,0.39,0.5055,0.0955,0.476,0.469,0.2915,0.355,2.79,0.525,0.242,0.2965,0.5305,0.3435,6.0,CENTRAL BANGALORE,Bi-directional,Chamarajpet,Chamarajpet,Unnamed Road,residential,residential,none,7.5m,SafeZone,10,0
2697,1034,1202,123.6,14.83,204.52,123.6,30.0,0.5,0.355,0.67,0.4975,0.231,0.5185,0.593,0.6995,0.427,0.478,0.0875,0.4465,0.5605,0.306,0.385,3.625,0.5395,0.2655,0.327,0.503,0.4165,7.0,CENTRAL BANGALORE,Bi-directional,Chamarajpet,Chamarajpet,Unnamed Road,residential,residential,none,7.5m,SafeZone,10,0
2698,1036,1039,84.1,8.65,140.79,84.1,35.0,0.3325,0.355,0.6547,0.4652,0.324,0.6557,0.5898,0.7112,0.34,0.5185,0.1095,0.518,0.5257,0.3313,0.3792,8.635,0.5898,0.2282,0.4145,0.5037,0.4185,5.5,CENTRAL BANGALORE,Bi-directional,Chamarajpet,Chamarajpet,Unnamed Road,residential,residential,none,7.5m,SafeZone,10,0
2699,1036,1154,50.32,6.04,85.65,50.32,30.0,0.2775,0.465,0.6502,0.4412,0.138,0.3987,0.5822,0.6192,0.401,0.427,0.1175,0.4335,0.4468,0.3892,0.4228,7.155,0.5588,0.2202,0.353,0.4088,0.417,4.0,CENTRAL BANGALORE,Bi-directional,Chamarajpet,Chamarajpet,Unnamed Road,residential,residential,none,7.5m,SafeZone,10,0
2700,1038,1292,147.48,17.7,253.4,147.48,30.0,0.4325,0.34,0.6728,0.5263,0.1685,0.493,0.5505,0.6955,0.419,0.4488,0.163,0.4545,0.513,0.3443,0.429,7.955,0.5782,0.2565,0.3783,0.4245,0.463,5.5,CENTRAL BANGALORE,Bi-directional,Chamarajpet,Chamarajpet,Unnamed Road,residential,residential,none,7.5m,SafeZone,10,0
2701,1038,2873,153.38,18.41,259.36,153.38,30.0,0.305,0.405,0.639,0.529,0.0665,0.705,0.578,0.71,0.405,0.45,0.136,0.4595,0.471,0.3535,0.4045,10.115,0.573,0.261,0.3885,0.4245,0.4775,5.0,CENTRAL BANGALORE,Bi-directional,Chamarajpet,Chamarajpet,Unnamed Road,residential,residential,none,7.5m,SafeZone,10,0
2702,1038,2916,116.45,13.97,200.78,116.45,30.0,0.435,0.215,0.644,0.484,0.0865,0.651,0.554,0.7125,0.401,0.461,0.184,0.484,0.467,0.3275,0.4325,10.485,0.5835,0.174,0.3935,0.4625,0.459,4.0,CENTRAL BANGALORE,Bi-directional,Chamarajpet,Chamarajpet,Unnamed Road,residential,residential,none,7.5m,SafeZone,10,0
2703,1039,1154,83.7,8.61,143.63,83.7,35.0,0.285,0.5,0.7135,0.47,0.283,0.431,0.6195,0.699,0.359,0.5125,0.099,0.5145,0.489,0.357,0.3965,9.17,0.639,0.268,0.4355,0.473,0.3775,3.5,CENTRAL BANGALORE,Bi-directional,Chamarajpet,Chamarajpet,Sultan Road,secondary,secondary,none,7.5m,SafeZone,10,0
2704,1039,1172,39.42,4.05,67.73,39.42,35.0,0.325,0.5,0.671,0.4735,0.461,0.7025,0.6155,0.72,0.3925,0.5335,0.128,0.498,0.5945,0.3235,0.4025,7.06,0.631,0.2025,0.4005,0.4975,0.4495,6.5,CENTRAL BANGALORE,Bi-directional,Chamarajpet,Chamarajpet,Sultan Road,secondary,secondary,none,7.5m,SafeZone,10,0
2705,1040,1105,135.04,16.2,232.74,135.04,30.0,0.4,0.305,0.6915,0.4995,0.2815,0.513,0.5885,0.65,0.3955,0.51,0.139,0.407,0.504,0.331,0.4345,7.42,0.578,0.097,0.321,0.5105,0.424,6.0,CENTRAL BANGALORE,Bi-directional,Kalasipalya,Kalasipalya,Lalbagh Fort Road,residential,residential,0,7.5m,SafeZone,10,0
2706,1040,1107,21.41,2.57,36.46,21.41,30.0,0.34,0.415,0.683,0.471,0.3925,0.182,0.621,0.6315,0.337,0.5375,0.076,0.417,0.489,0.3055,0.4055,1.93,0.5945,0.1145,0.384,0.5335,0.365,6.0,CENTRAL BANGALORE,Bi-directional,Kalasipalya,Kalasipalya,Lalbagh Fort Road,residential,residential,0,7.5m,SafeZone,10,0
2707,1040,1132,150.81,18.1,260.38,150.81,30.0,0.355,0.255,0.68,0.47,0.195,0.4545,0.573,0.625,0.329,0.4955,0.078,0.3875,0.4295,0.35,0.4295,2.27,0.594,0.115,0.367,0.483,0.417,5.0,CENTRAL BANGALORE,Bi-directional,Kalasipalya,Kalasipalya,Lalbagh Fort Road,residential,residential,0,7.5m,SafeZone,10,0
2708,1040,2842,118.62,14.23,202.69,118.62,30.0,0.34,0.41,0.7795,0.4935,0.268,0.343,0.6165,0.729,0.3025,0.593,0.1135,0.429,0.5295,0.318,0.394,3.825,0.6295,0.1955,0.4355,0.586,0.3775,6.0,CENTRAL BANGALORE,Bi-directional,Kalasipalya,Kalasipalya,Lalbagh Fort Road,residential,residential,0,7.5m,SafeZone,10,0
2709,1041,2340,54.06,5.56,91.13,54.06,35.0,0.4175,0.5,0.6447,0.4815,0.3055,0.3668,0.6125,0.7012,0.3382,0.4945,0.1218,0.422,0.5455,0.3113,0.377,5.4,0.6172,0.2415,0.3428,0.5215,0.386,6.5,CENTRAL BANGALORE,Bi-directional,Kalasipalya,Kalasipalya,Unnamed Road,residential,residential,0,7.5m,SafeZone,10,0
2710,1041,2348,56.01,6.2,93.35,56.01,32.5,0.37,0.535,0.668,0.472,0.3255,0.4858,0.5685,0.6835,0.3462,0.5132,0.114,0.405,0.551,0.3035,0.386,6.11,0.561,0.2745,0.3005,0.551,0.4038,6.5,CENTRAL BANGALORE,Bi-directional,Kalasipalya,Kalasipalya,Unnamed Road,residential,residential,0,7.5m,SafeZone,10,0
2711,1041,2565,38.57,4.27,63.95,38.57,32.5,0.3625,0.445,0.6712,0.4722,0.3435,0.5128,0.584,0.703,0.378,0.4855,0.1178,0.4105,0.511,0.31,0.379,6.915,0.5582,0.1938,0.3383,0.5162,0.4215,6.5,CENTRAL BANGALORE,Bi-directional,Kalasipalya,Kalasipalya,Unnamed Road,residential,residential,0,7.5m,SafeZone,10,0
2712,1042,1067,56.74,6.81,94.4,56.74,30.0,0.375,0.315,0.687,0.486,0.417,0.472,0.5875,0.648,0.442,0.481,0.1855,0.4065,0.477,0.3185,0.4055,4.83,0.5165,0.102,0.285,0.492,0.4515,5.0,CENTRAL BANGALORE,Bi-directional,Kalasipalya,Kalasipalya,Unnamed Road,residential,residential,0,7.5m,SafeZone,10,0
2713,1042,2602,51.49,6.18,86.12,51.49,30.0,0.265,0.265,0.668,0.4675,0.4275,0.5615,0.59,0.6595,0.432,0.514,0.1355,0.4095,0.4845,0.3215,0.4145,5.365,0.516,0.1675,0.3095,0.486,0.4515,5.0,CENTRAL BANGALORE,Bi-directional,Kalasipalya,Kalasipalya,Unnamed Road,residential,residential,0,7.5m,SafeZone,10,0
2714,1042,2790,74.35,8.92,124.05,74.35,30.0,0.455,0.32,0.76,0.5195,0.3385,0.443,0.646,0.743,0.3225,0.6035,0.165,0.4515,0.481,0.287,0.3675,5.745,0.602,0.176,0.3355,0.609,0.3525,4.0,CENTRAL BANGALORE,Bi-directional,Kalasipalya,Kalasipalya,Unnamed Road,residential,residential,0,7.5m,SafeZone,10,0
2715,1042,2807,80.42,9.65,135.64,80.42,30.0,0.315,0.36,0.7865,0.572,0.3225,0.647,0.612,0.6975,0.387,0.596,0.1775,0.428,0.4835,0.283,0.3985,5.885,0.5765,0.0655,0.3995,0.571,0.4405,4.0,CENTRAL BANGALORE,Bi-directional,Kalasipalya,Kalasipalya,Unnamed Road,residential,residential,0,7.5m,SafeZone,10,0
2716,1042,2809,56.68,6.8,95.57,56.68,30.0,0.355,0.37,0.6535,0.518,0.459,0.43,0.5785,0.671,0.432,0.456,0.1315,0.408,0.4665,0.3205,0.406,8.495,0.56,0.083,0.286,0.472,0.4015,5.0,CENTRAL BANGALORE,Bi-directional,Kalasipalya,Kalasipalya,Unnamed Road,residential,residential,0,7.5m,SafeZone,10,0
2717,1043,1098,52.72,9.49,90.63,52.72,20.0,0.31,0.625,0.583,0.4825,0.125,0.708,0.596,0.702,0.221,0.511,0.0955,0.3795,0.427,0.386,0.4195,2.955,0.599,0.1685,0.4075,0.4865,0.438,4.0,CENTRAL BANGALORE,Bi-directional,Kalasipalya,Kalasipalya,Unnamed Road,living_street,living_street,0,7.5m,SafeZone,10,0
2718,1043,2546,46.75,8.42,77.9,46.75,20.0,0.28,0.555,0.6415,0.448,0.301,0.4295,0.6385,0.6855,0.2365,0.4605,0.1365,0.337,0.395,0.3695,0.3945,4.565,0.5435,0.1385,0.405,0.458,0.4225,4.0,CENTRAL BANGALORE,Bi-directional,Kalasipalya,Kalasipalya,Unnamed Road,living_street,living_street,0,7.5m,SafeZone,10,0
2719,1043,2853,75.12,10.82,125.88,75.12,25.0,0.16,0.58,0.5995,0.472,0.3095,0.742,0.58,0.6415,0.2775,0.4675,0.085,0.36,0.4265,0.3625,0.3985,3.08,0.5545,0.109,0.402,0.4635,0.463,4.0,CENTRAL BANGALORE,Bi-directional,Kalasipalya,Kalasipalya,Unnamed Road,living_street,living_street,0,7.5m,SafeZone,10,0
2720,1044,2804,20.8,3.0,35.64,20.8,25.0,0.28,0.545,0.636,0.481,0.3025,0.7395,0.601,0.7125,0.3105,0.5,0.1945,0.4325,0.4955,0.2945,0.4075,1.615,0.612,0.0575,0.3205,0.523,0.448,6.0,CENTRAL BANGALORE,Bi-directional,Kalasipalya,Kalasipalya,Unnamed Road,residential,residential,0,7.5m,SafeZone,10,0
2721,1044,2806,79.44,9.53,137.32,79.44,30.0,0.355,0.505,0.7025,0.513,0.2765,0.4975,0.604,0.6845,0.325,0.5135,0.1345,0.4135,0.5105,0.336,0.427,1.535,0.6035,0.0655,0.3665,0.4995,0.405,6.0,CENTRAL BANGALORE,Bi-directional,Kalasipalya,Kalasipalya,Unnamed Road,residential,residential,0,7.5m,SafeZone,10,0
2722,1044,2810,39.42,5.68,68.2,39.42,25.0,0.415,0.63,0.6695,0.477,0.3435,0.544,0.614,0.693,0.264,0.4915,0.157,0.442,0.508,0.3235,0.413,4.555,0.6345,0.098,0.3245,0.495,0.3615,6.0,CENTRAL BANGALORE,Bi-directional,Kalasipalya,Kalasipalya,Unnamed Road,residential,residential,0,7.5m,SafeZone,10,0
2723,1044,2840,49.46,7.12,85.27,49.46,25.0,0.435,0.605,0.6645,0.4895,0.0955,0.6305,0.591,0.742,0.254,0.547,0.186,0.4385,0.535,0.308,0.397,3.03,0.654,0.103,0.355,0.5375,0.3765,6.0,CENTRAL BANGALORE,Bi-directional,Kalasipalya,Kalasipalya,Unnamed Road,residential,residential,0,7.5m,SafeZone,10,0
2724,1044,2862,64.09,9.23,110.04,64.09,25.0,0.245,0.635,0.6985,0.5055,0.105,0.75,0.564,0.694,0.341,0.484,0.129,0.4015,0.5235,0.292,0.4235,3.99,0.587,0.1015,0.3585,0.5,0.433,6.0,CENTRAL BANGALORE,Bi-directional,Kalasipalya,Kalasipalya,Unnamed Road,residential,residential,0,7.5m,SafeZone,10,0
2725,1045,1068,48.2,5.78,82.29,48.2,30.0,0.2125,0.52,0.6712,0.4788,0.2622,0.5835,0.5945,0.6367,0.371,0.4302,0.14,0.3802,0.4495,0.38,0.431,4.035,0.5522,0.1972,0.3403,0.4655,0.426,4.0,CENTRAL BANGALORE,Bi-directional,Kalasipalya,Kalasipalya,1st Cross Road,residential,residential,0,7.5m,SafeZone,10,0
2726,1045,1108,60.4,7.25,101.69,60.4,30.0,0.3075,0.36,0.6657,0.4792,0.2952,0.5605,0.6045,0.6898,0.4095,0.4708,0.1145,0.4188,0.4815,0.334,0.423,3.115,0.5212,0.2047,0.3638,0.4705,0.4515,6.0,CENTRAL BANGALORE,Bi-directional,Kalasipalya,Kalasipalya,1st Cross Road,residential,residential,0,7.5m,SafeZone,10,0
2727,1045,2346,24.39,2.93,40.98,24.39,30.0,0.2625,0.565,0.6527,0.5257,0.2957,0.3885,0.5575,0.6432,0.3815,0.4398,0.0875,0.3762,0.5285,0.377,0.404,4.505,0.5532,0.1512,0.3313,0.4525,0.413,6.0,CENTRAL BANGALORE,Bi-directional,Kalasipalya,Kalasipalya,1st Cross Road,residential,residential,0,7.5m,SafeZone,10,0
2728,1046,1126,106.17,15.29,185.21,106.17,25.0,0.315,0.58,0.6145,0.4775,0.197,0.602,0.6295,0.661,0.3765,0.4595,0.0955,0.4405,0.4965,0.329,0.43,9.085,0.629,0.241,0.3855,0.452,0.4295,5.0,CENTRAL BANGALORE,Bi-directional,Kalasipalya,Kalasipalya,Unnamed Road,residential,residential,0,7.5m,SafeZone,10,0
2729,1046,2538,91.78,11.01,158.06,91.78,30.0,0.305,0.535,0.654,0.524,0.196,0.624,0.5595,0.6325,0.418,0.4535,0.149,0.439,0.4785,0.358,0.437,5.765,0.5705,0.2375,0.348,0.4335,0.4735,4.0,CENTRAL BANGALORE,Bi-directional,Kalasipalya,Kalasipalya,Unnamed Road,residential,residential,0,7.5m,SafeZone,10,0
2730,1046,2850,35.86,5.16,61.28,35.86,25.0,0.395,0.5,0.6665,0.469,0.276,0.371,0.5915,0.705,0.3595,0.4985,0.0955,0.4545,0.4775,0.328,0.421,6.045,0.576,0.1595,0.3475,0.5055,0.3875,5.0,CENTRAL BANGALORE,Bi-directional,Kalasipalya,Kalasipalya,Unnamed Road,residential,residential,0,7.5m,SafeZone,10,0
2731,1047,1055,119.19,12.26,196.66,119.19,35.0,0.39,0.28,0.751,0.543,0.217,0.672,0.5905,0.7115,0.278,0.5185,0.1265,0.4895,0.4815,0.2635,0.354,1.755,0.592,0.1535,0.425,0.5035,0.434,4.5,CENTRAL BANGALORE,Bi-directional,Kalasipalya,Kalasipalya,Sajjan Rao Circle,secondary,secondary,roundabout,7.5m,SafeZone,10,0
2732,1047,2814,44.43,4.0,72.75,44.43,40.0,0.195,0.275,0.807,0.581,0.4415,0.3835,0.6285,0.8025,0.246,0.557,0.15,0.5375,0.515,0.242,0.319,2.99,0.6365,0.196,0.4635,0.5595,0.3415,3.5,CENTRAL BANGALORE,Bi-directional,Kalasipalya,Kalasipalya,Sajjan Rao Circle,secondary,secondary,roundabout,7.5m,SafeZone,10,0
2733,1047,2831,116.11,11.94,191.85,116.11,35.0,0.27,0.265,0.7765,0.5135,0.333,0.4545,0.578,0.744,0.3325,0.5355,0.158,0.4635,0.505,0.2975,0.368,2.175,0.5685,0.131,0.452,0.5415,0.3855,4.5,CENTRAL BANGALORE,Bi-directional,Kalasipalya,Kalasipalya,Sajjan Rao Circle,secondary,secondary,roundabout,7.5m,SafeZone,10,0
2734,1048,1055,76.86,9.22,130.96,76.86,30.0,0.455,0.4125,0.6615,0.502,0.1823,0.6978,0.5788,0.6427,0.3715,0.4732,0.1008,0.4077,0.4942,0.33,0.4225,3.51,0.563,0.1372,0.327,0.4728,0.4655,6.0,CENTRAL BANGALORE,Bi-directional,Kalasipalya,Kalasipalya,Unnamed Road,residential,residential,0,7.5m,SafeZone,10,0
2735,1048,1081,67.98,8.16,118.97,67.98,30.0,0.485,0.5575,0.6135,0.4695,0.3263,0.3718,0.6207,0.6512,0.435,0.4722,0.1152,0.4598,0.5188,0.3285,0.447,3.06,0.606,0.1098,0.3205,0.4538,0.3935,6.0,CENTRAL BANGALORE,Bi-directional,Kalasipalya,Kalasipalya,Unnamed Road,residential,residential,0,7.5m,SafeZone,10,0
2736,1048,2602,56.49,6.78,96.88,56.49,30.0,0.28,0.4025,0.6285,0.4435,0.3848,0.6033,0.5798,0.6498,0.4215,0.4908,0.0738,0.4198,0.5152,0.357,0.442,2.925,0.546,0.2032,0.3225,0.4682,0.4645,6.0,CENTRAL BANGALORE,Bi-directional,Kalasipalya,Kalasipalya,Unnamed Road,residential,residential,0,7.5m,SafeZone,10,0
2737,1048,2809,67.25,8.07,116.24,67.25,30.0,0.37,0.5075,0.614,0.494,0.4162,0.4718,0.5682,0.6612,0.4215,0.4328,0.0698,0.4182,0.4972,0.356,0.4335,6.055,0.59,0.1188,0.299,0.4542,0.4145,6.0,CENTRAL BANGALORE,Bi-directional,Kalasipalya,Kalasipalya,Unnamed Road,residential,residential,0,7.5m,SafeZone,10,0
2738,1049,2714,76.41,8.15,129.54,76.41,33.75,0.3588,0.3575,0.6635,0.4719,0.2039,0.5641,0.5788,0.68,0.3822,0.4675,0.1146,0.4201,0.4844,0.3624,0.4018,7.39,0.587,0.1546,0.3311,0.4701,0.4454,5.5,CENTRAL BANGALORE,Bi-directional,Kalasipalya,Kalasipalya,Unnamed Road,residential,residential,0,7.5m,SafeZone,10,0
2739,1049,2735,30.83,3.06,51.26,30.83,36.25,0.3738,0.4425,0.6192,0.4894,0.1781,0.4206,0.5495,0.6732,0.4158,0.46,0.0919,0.4111,0.5189,0.3441,0.388,5.09,0.5488,0.2141,0.3161,0.4764,0.4111,6.0,CENTRAL BANGALORE,Bi-directional,Kalasipalya,Kalasipalya,Unnamed Road,residential,residential,0,7.5m,SafeZone,10,0
2740,1049,2813,44.34,5.11,75.54,44.34,31.25,0.3888,0.3975,0.6878,0.4479,0.2571,0.6521,0.562,0.6912,0.4142,0.462,0.0919,0.4436,0.4829,0.3496,0.4115,5.115,0.5842,0.1666,0.3496,0.4664,0.4851,6.0,CENTRAL BANGALORE,Bi-directional,Kalasipalya,Kalasipalya,Unnamed Road,residential,residential,0,7.5m,SafeZone,10,0
2741,1050,1061,37.4,6.73,61.88,37.4,20.0,0.255,0.565,0.595,0.496,0.1315,0.52,0.593,0.7,0.291,0.5025,0.103,0.3215,0.4775,0.2895,0.367,1.595,0.575,0.1965,0.3145,0.5355,0.3675,6.0,CENTRAL BANGALORE,Bi-directional,Kalasipalya,Kalasipalya,Unnamed Road,living_street,living_street,0,7.5m,SafeZone,10,0
2742,1050,2606,48.25,4.96,82.48,48.25,35.0,0.46,0.52,0.634,0.495,0.293,0.688,0.6815,0.8368,0.3185,0.616,0.1295,0.5102,0.5842,0.2218,0.3695,2.515,0.68,0.214,0.445,0.613,0.4135,5.0,CENTRAL BANGALORE,Bi-directional,Kalasipalya,Kalasipalya,Unnamed Road,living_street,living_street,0,7.5m,SafeZone,10,0
2743,1050,2794,24.55,3.53,41.08,24.55,25.0,0.305,0.46,0.601,0.458,0.2955,0.705,0.6005,0.689,0.35,0.474,0.082,0.379,0.4945,0.307,0.3915,2.88,0.564,0.156,0.3135,0.51,0.4325,6.0,CENTRAL BANGALORE,Bi-directional,Kalasipalya,Kalasipalya,Unnamed Road,living_street,living_street,0,7.5m,SafeZone,10,0
2744,1051,1067,49.83,5.98,84.62,49.83,30.0,0.37,0.445,0.6602,0.4885,0.396,0.6475,0.548,0.661,0.4402,0.4278,0.1705,0.43,0.505,0.3255,0.4182,4.215,0.5598,0.155,0.2915,0.4285,0.5008,6.0,CENTRAL BANGALORE,Bi-directional,Kalasipalya,Kalasipalya,Unnamed Road,residential,residential,0,7.5m,SafeZone,10,0
2745,1051,1097,50.68,4.56,86.49,50.68,40.0,0.405,0.605,0.7252,0.488,0.441,0.6515,0.6245,0.8325,0.3077,0.5372,0.1395,0.5935,0.6125,0.255,0.3822,8.425,0.6487,0.177,0.4365,0.515,0.4048,5.0,CENTRAL BANGALORE,Bi-directional,Kalasipalya,Kalasipalya,Unnamed Road,residential,residential,0,7.5m,SafeZone,10,0
2746,1051,2811,47.01,5.64,79.96,47.01,30.0,0.445,0.575,0.6978,0.5325,0.4215,0.634,0.5535,0.701,0.4238,0.4672,0.116,0.4195,0.554,0.33,0.4028,5.27,0.5962,0.178,0.2895,0.4415,0.4613,6.0,CENTRAL BANGALORE,Bi-directional,Kalasipalya,Kalasipalya,Unnamed Road,residential,residential,0,7.5m,SafeZone,10,0
2747,1052,1254,31.85,3.53,55.05,31.85,32.5,0.3325,0.36,0.6892,0.4538,0.2595,0.44,0.5798,0.6692,0.461,0.431,0.1608,0.4402,0.5208,0.332,0.4445,3.03,0.5675,0.173,0.354,0.4258,0.4288,7.0,CENTRAL BANGALORE,Bi-directional,Kalasipalya,Kalasipalya,Unnamed Road,residential,residential,0,7.5m,SafeZone,10,0
2748,1052,2680,61.43,6.32,105.99,61.43,35.0,0.39,0.38,0.6765,0.462,0.296,0.248,0.564,0.6555,0.4615,0.439,0.192,0.442,0.5495,0.361,0.453,4.83,0.5445,0.228,0.312,0.417,0.415,7.0,CENTRAL BANGALORE,Bi-directional,Kalasipalya,Kalasipalya,Unnamed Road,residential,residential,0,7.5m,SafeZone,10,0
2749,1052,2704,22.98,2.36,39.55,22.98,35.0,0.365,0.445,0.632,0.47,0.2545,0.5095,0.561,0.6415,0.4135,0.4415,0.1805,0.4515,0.5335,0.3465,0.419,2.72,0.604,0.143,0.3065,0.4465,0.439,7.0,CENTRAL BANGALORE,Bi-directional,Kalasipalya,Kalasipalya,Unnamed Road,residential,residential,0,7.5m,SafeZone,10,0
2750,1052,2879,25.26,3.03,43.25,25.26,30.0,0.415,0.375,0.684,0.421,0.4525,0.4345,0.581,0.6735,0.4835,0.472,0.125,0.4505,0.5375,0.312,0.4355,2.9,0.554,0.1335,0.309,0.48,0.43,7.0,CENTRAL BANGALORE,Bi-directional,Kalasipalya,Kalasipalya,Unnamed Road,residential,residential,0,7.5m,SafeZone,10,0
2751,1052,2882,33.89,4.07,57.43,33.89,30.0,0.39,0.475,0.6675,0.473,0.317,0.547,0.584,0.6355,0.4045,0.435,0.1715,0.431,0.5745,0.334,0.416,3.115,0.557,0.221,0.3375,0.4505,0.4305,7.0,CENTRAL BANGALORE,Bi-directional,Kalasipalya,Kalasipalya,Unnamed Road,residential,residential,0,7.5m,SafeZone,10,0
2752,1053,1127,41.15,3.7,70.14,41.15,40.0,0.365,0.375,0.7455,0.5095,0.1435,0.4065,0.6555,0.745,0.2915,0.5975,0.1315,0.583,0.5725,0.2745,0.3805,1.655,0.6485,0.199,0.4985,0.601,0.3885,6.0,CENTRAL BANGALORE,Bi-directional,Kalasipalya,Kalasipalya,Kondaji Basappa Road,primary,primary,0,7.5m,SafeZone,10,0
2753,1053,2583,72.88,5.83,121.49,72.88,45.0,0.33,0.485,0.791,0.5515,0.189,0.5375,0.7295,0.8265,0.195,0.6545,0.109,0.617,0.5905,0.231,0.3215,2.795,0.691,0.216,0.558,0.705,0.3545,4.0,CENTRAL BANGALORE,Bi-directional,Kalasipalya,Kalasipalya,Kondaji Basappa Road,primary,primary,0,7.5m,SafeZone,10,0
2754,1053,2840,67.92,6.99,115.41,67.92,35.0,0.56,0.495,0.681,0.532,0.0105,0.524,0.6865,0.818,0.181,0.6065,0.121,0.588,0.594,0.2675,0.337,3.465,0.7245,0.18,0.4775,0.621,0.349,5.0,CENTRAL BANGALORE,Bi-directional,Kalasipalya,Kalasipalya,Kondaji Basappa Road,primary,primary,0,7.5m,SafeZone,10,0
2755,1054,1071,23.36,2.8,40.82,23.36,30.0,0.36,0.515,0.6652,0.4828,0.257,0.589,0.554,0.6802,0.3822,0.469,0.1438,0.4035,0.5005,0.3498,0.44,2.105,0.6148,0.2265,0.3253,0.4715,0.447,6.0,CENTRAL BANGALORE,Bi-directional,Kalasipalya,Kalasipalya,National High School Road,residential,residential,0,7.5m,SafeZone,10,0
2756,1054,2596,14.0,1.68,24.38,14.0,30.0,0.5625,0.465,0.6822,0.4808,0.2965,0.4825,0.5272,0.6618,0.4492,0.4825,0.1245,0.4655,0.5205,0.356,0.4308,1.26,0.6225,0.2112,0.344,0.4688,0.4418,6.0,CENTRAL BANGALORE,Bi-directional,Kalasipalya,Kalasipalya,National High School Road,residential,residential,0,7.5m,SafeZone,10,0
2757,1054,2771,38.47,4.62,66.78,38.47,30.0,0.4675,0.455,0.6782,0.5112,0.158,0.6885,0.5382,0.6882,0.4372,0.46,0.141,0.433,0.515,0.35,0.4392,4.42,0.593,0.2442,0.3075,0.4392,0.4898,6.0,CENTRAL BANGALORE,Bi-directional,Kalasipalya,Kalasipalya,National High School Road,residential,residential,0,7.5m,SafeZone,10,0
2758,1055,2807,103.72,12.45,177.08,103.72,30.0,0.405,0.365,0.7675,0.593,0.1175,0.821,0.573,0.675,0.349,0.5575,0.144,0.4475,0.48,0.2855,0.4015,2.795,0.6115,0.086,0.4335,0.5305,0.476,5.0,CENTRAL BANGALORE,Bi-directional,Kalasipalya,Kalasipalya,Unnamed Road,residential,residential,0,7.5m,SafeZone,10,0
2759,1055,2809,89.48,10.74,152.69,89.48,30.0,0.445,0.375,0.6345,0.539,0.254,0.604,0.5395,0.6485,0.394,0.4175,0.098,0.4275,0.463,0.323,0.409,5.405,0.595,0.1035,0.32,0.4315,0.437,6.0,CENTRAL BANGALORE,Bi-directional,Kalasipalya,Kalasipalya,Unnamed Road,residential,residential,0,7.5m,SafeZone,10,0
2760,1056,1086,37.46,4.5,64.75,37.46,30.0,0.2625,0.4875,0.6808,0.4925,0.2385,0.3385,0.547,0.645,0.3728,0.4378,0.1003,0.3872,0.4955,0.376,0.436,3.375,0.5845,0.1135,0.3155,0.4502,0.394,6.0,CENTRAL BANGALORE,Bi-directional,Kalasipalya,Kalasipalya,Unnamed Road,residential,residential,0,7.5m,SafeZone,15,0
2761,1056,2797,32.88,3.95,56.87,32.88,30.0,0.205,0.615,0.673,0.5055,0.2355,0.2685,0.5765,0.6615,0.3245,0.4525,0.13,0.4025,0.5475,0.396,0.4255,3.61,0.6085,0.142,0.3345,0.486,0.3675,6.0,CENTRAL BANGALORE,Bi-directional,Kalasipalya,Kalasipalya,Unnamed Road,residential,residential,0,7.5m,SafeZone,15,0
2762,1056,2848,30.97,3.72,52.7,30.97,30.0,0.19,0.45,0.642,0.4745,0.1485,0.607,0.5545,0.6475,0.395,0.438,0.1155,0.4,0.5025,0.377,0.4385,3.45,0.5265,0.151,0.329,0.4675,0.4365,6.0,CENTRAL BANGALORE,Bi-directional,Kalasipalya,Kalasipalya,Unnamed Road,residential,residential,0,7.5m,SafeZone,15,0
2763,1057,2377,100.19,12.02,170.5,100.19,30.0,0.3125,0.335,0.6898,0.537,0.251,0.4723,0.6093,0.7375,0.3388,0.5135,0.0842,0.4292,0.5485,0.2912,0.4132,4.22,0.577,0.1115,0.4035,0.5045,0.4092,6.0,CENTRAL BANGALORE,Bi-directional,Kalasipalya,Kalasipalya,Arumugam Mudaliar Road,tertiary,tertiary,0,7.5m,SafeZone,10,0
2764,1057,2589,42.39,5.09,73.3,42.39,30.0,0.4275,0.315,0.7472,0.5215,0.101,0.2047,0.6722,0.7525,0.3117,0.6215,0.0752,0.5237,0.5785,0.2448,0.4002,4.165,0.658,0.2265,0.436,0.608,0.3047,5.0,CENTRAL BANGALORE,Bi-directional,Kalasipalya,Kalasipalya,Arumugam Mudaliar Road,tertiary,tertiary,0,7.5m,SafeZone,10,0
